AGE	JOB	MARITAL_STATUS	EDU	social	race	sex	position	county	country	salary
48	 ?	 Divorced	 Some-college	 Unmarried	 Black	 Female	 ?	30	 United-States	 <=50K
35	 Self-emp-not-inc	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
28	 Private	 Married-civ-spouse	 Assoc-voc	 Wife	 Asian-Pac-Islander	 Female	 Adm-clerical	40	 India	 <=50K
37	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 >50K
42	 Self-emp-not-inc	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Farming-fishing	65	 United-States	 >50K
40	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
47	 Private	 Divorced	 Some-college	 Own-child	 White	 Male	 Sales	55	 United-States	 <=50K
22	 Private	 Never-married	 Bachelors	 Own-child	 White	 Female	 Exec-managerial	50	 United-States	 <=50K
30	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	45	 United-States	 >50K
28	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Tech-support	40	 United-States	 <=50K
63	 Local-gov	 Married-civ-spouse	 7th-8th	 Husband	 White	 Male	 Other-service	55	 United-States	 <=50K
51	 Self-emp-not-inc	 Married-civ-spouse	 9th	 Husband	 White	 Male	 Craft-repair	20	 United-States	 <=50K
22	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Handlers-cleaners	40	 United-States	 <=50K
27	 ?	 Married-civ-spouse	 Assoc-acdm	 Own-child	 Amer-Indian-Eskimo	 Male	 ?	40	 United-States	 <=50K
35	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Sales	45	 United-States	 <=50K
46	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Machine-op-inspct	38	 United-States	 <=50K
37	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Machine-op-inspct	52	 United-States	 <=50K
24	 Private	 Never-married	 Bachelors	 Own-child	 Black	 Male	 Prof-specialty	15	 United-States	 <=50K
37	 Self-emp-not-inc	 Divorced	 HS-grad	 Own-child	 White	 Male	 Handlers-cleaners	10	 United-States	 <=50K
53	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Tech-support	40	 United-States	 <=50K
27	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Sales	30	 United-States	 <=50K
38	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Craft-repair	44	 United-States	 <=50K
53	 Self-emp-not-inc	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Farming-fishing	60	 United-States	 <=50K
34	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Craft-repair	40	 United-States	 <=50K
23	 Private	 Never-married	 HS-grad	 Own-child	 Black	 Male	 Sales	40	 United-States	 <=50K
39	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	45	 United-States	 >50K
43	 Private	 Married-civ-spouse	 Masters	 Wife	 Asian-Pac-Islander	 Female	 Prof-specialty	50	 South	 <=50K
67	 Self-emp-inc	 Married-civ-spouse	 HS-grad	 Husband	 Asian-Pac-Islander	 Male	 Exec-managerial	40	 United-States	 >50K
81	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	30	 United-States	 <=50K
21	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Other-service	20	 United-States	 <=50K
23	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Sales	25	 United-States	 <=50K
25	 Private	 Never-married	 Some-college	 Unmarried	 White	 Male	 Transport-moving	40	 United-States	 <=50K
42	 Private	 Married-civ-spouse	 5th-6th	 Wife	 White	 Female	 Machine-op-inspct	38	 Mexico	 <=50K
38	 Private	 Married-civ-spouse	 Some-college	 Wife	 Black	 Female	 Adm-clerical	40	 United-States	 <=50K
64	 ?	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 ?	5	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
51	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 >50K
22	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Sales	42	 United-States	 <=50K
33	 Private	 Married-spouse-absent	 1st-4th	 Not-in-family	 White	 Female	 Priv-house-serv	40	 Guatemala	 <=50K
42	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Machine-op-inspct	55	 United-States	 <=50K
19	 ?	 Never-married	 Some-college	 Own-child	 White	 Female	 ?	10	 United-States	 <=50K
51	 Local-gov	 Married-civ-spouse	 Preschool	 Husband	 White	 Male	 Other-service	40	 United-States	 <=50K
23	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	40	 Mexico	 <=50K
37	 Private	 Married-civ-spouse	 11th	 Husband	 White	 Male	 Machine-op-inspct	44	 United-States	 >50K
37	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	99	 United-States	 >50K
47	 Private	 Never-married	 Masters	 Not-in-family	 White	 Female	 Prof-specialty	25	 United-States	 <=50K
41	 Private	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
33	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	30	 United-States	 <=50K
31	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Sales	40	 United-States	 >50K
31	 Private	 Divorced	 Assoc-acdm	 Unmarried	 Amer-Indian-Eskimo	 Female	 Other-service	40	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Machine-op-inspct	40	 United-States	 <=50K
38	 Self-emp-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
18	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Other-service	45	 United-States	 <=50K
20	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
54	 Local-gov	 Divorced	 Some-college	 Unmarried	 Black	 Female	 Exec-managerial	35	 United-States	 <=50K
40	 Private	 Divorced	 Some-college	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
36	 Self-emp-inc	 Married-civ-spouse	 Bachelors	 Wife	 White	 Female	 Exec-managerial	45	 United-States	 >50K
43	 Private	 Divorced	 Some-college	 Unmarried	 White	 Male	 Craft-repair	35	 United-States	 <=50K
44	 Self-emp-not-inc	 Divorced	 Some-college	 Unmarried	 White	 Male	 Farming-fishing	40	 United-States	 <=50K
44	 State-gov	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Prof-specialty	40	 United-States	 >50K
43	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	43	 United-States	 >50K
51	 Private	 Widowed	 7th-8th	 Unmarried	 Black	 Female	 Other-service	40	 United-States	 <=50K
18	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Other-service	20	 United-States	 <=50K
51	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
41	 Private	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Craft-repair	30	 ?	 <=50K
44	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	70	 United-States	 >50K
33	 Local-gov	 Divorced	 10th	 Not-in-family	 White	 Male	 Transport-moving	40	 United-States	 <=50K
33	 Self-emp-not-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
42	 Private	 Married-civ-spouse	 Assoc-acdm	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
25	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Prof-specialty	45	 United-States	 <=50K
32	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Machine-op-inspct	38	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Craft-repair	70	 Mexico	 <=50K
36	 Private	 Divorced	 10th	 Unmarried	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
28	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	40	 United-States	 <=50K
20	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Other-service	20	 United-States	 <=50K
35	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	60	 United-States	 >50K
55	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	20	 United-States	 <=50K
48	 Private	 Married-civ-spouse	 Bachelors	 Husband	 Asian-Pac-Islander	 Male	 Exec-managerial	40	 India	 >50K
36	 ?	 Widowed	 Assoc-voc	 Not-in-family	 White	 Female	 ?	20	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	35	 United-States	 >50K
28	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Tech-support	35	 United-States	 <=50K
67	 Private	 Widowed	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	40	 United-States	 >50K
37	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
44	 Private	 Never-married	 HS-grad	 Unmarried	 White	 Male	 Transport-moving	70	 United-States	 <=50K
25	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Sales	40	 United-States	 <=50K
21	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
40	 State-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	35	 United-States	 >50K
78	 Private	 Widowed	 HS-grad	 Not-in-family	 Black	 Female	 Other-service	40	 United-States	 <=50K
34	 Private	 Divorced	 HS-grad	 Own-child	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
49	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	44	 United-States	 <=50K
22	 Private	 Never-married	 Assoc-acdm	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
23	 ?	 Never-married	 HS-grad	 Unmarried	 Black	 Female	 ?	40	 United-States	 <=50K
60	 Self-emp-not-inc	 Never-married	 HS-grad	 Unmarried	 White	 Male	 Farming-fishing	42	 United-States	 <=50K
45	 Local-gov	 Widowed	 HS-grad	 Not-in-family	 White	 Male	 Protective-serv	40	 United-States	 >50K
63	 Private	 Divorced	 Assoc-voc	 Not-in-family	 White	 Female	 Other-service	20	 United-States	 <=50K
41	 Private	 Never-married	 HS-grad	 Own-child	 Black	 Female	 Craft-repair	35	 United-States	 <=50K
47	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
44	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Male	 Craft-repair	40	 United-States	 <=50K
51	 Private	 Widowed	 Some-college	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
46	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Sales	40	 United-States	 <=50K
41	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
50	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	30	 United-States	 <=50K
47	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	50	 United-States	 >50K
35	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Exec-managerial	45	 United-States	 <=50K
56	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	55	 United-States	 >50K
45	 Private	 Divorced	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	45	 United-States	 <=50K
48	 Federal-gov	 Divorced	 Bachelors	 Unmarried	 White	 Male	 Exec-managerial	58	 United-States	 >50K
40	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
39	 Self-emp-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 >50K
20	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Other-service	40	 United-States	 <=50K
50	 Private	 Married-civ-spouse	 Doctorate	 Husband	 White	 Male	 Prof-specialty	65	 United-States	 >50K
38	 State-gov	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Prof-specialty	40	 United-States	 >50K
23	 Local-gov	 Never-married	 Bachelors	 Own-child	 White	 Female	 Prof-specialty	60	 United-States	 <=50K
31	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Other-service	16	 United-States	 <=50K
58	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
66	 Private	 Separated	 HS-grad	 Not-in-family	 Black	 Male	 Machine-op-inspct	40	 United-States	 <=50K
39	 Self-emp-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
54	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	52	 United-States	 >50K
26	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	50	 Germany	 <=50K
51	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Machine-op-inspct	40	 United-States	 <=50K
34	 Private	 Never-married	 Assoc-voc	 Own-child	 White	 Male	 Transport-moving	40	 United-States	 <=50K
50	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 >50K
42	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Prof-specialty	44	 United-States	 >50K
38	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	25	 United-States	 <=50K
48	 Private	 Married-civ-spouse	 7th-8th	 Husband	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 Assoc-voc	 Wife	 White	 Female	 Tech-support	40	 United-States	 >50K
51	 Private	 Widowed	 HS-grad	 Unmarried	 White	 Female	 Other-service	32	 United-States	 <=50K
22	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Craft-repair	40	 United-States	 <=50K
19	 ?	 Never-married	 HS-grad	 Own-child	 White	 Male	 ?	30	 United-States	 <=50K
41	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Craft-repair	50	 Japan	 <=50K
48	 Local-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	35	 United-States	 >50K
42	 Private	 Separated	 HS-grad	 Not-in-family	 White	 Female	 Sales	30	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Other-service	40	 United-States	 <=50K
23	 Private	 Never-married	 HS-grad	 Unmarried	 Black	 Female	 Machine-op-inspct	40	 United-States	 <=50K
56	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	50	 Yugoslavia	 <=50K
30	 Private	 Never-married	 Bachelors	 Not-in-family	 Black	 Male	 Prof-specialty	45	 ?	 <=50K
45	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	55	 United-States	 >50K
48	 Private	 Married-civ-spouse	 10th	 Wife	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
48	 Self-emp-inc	 Married-spouse-absent	 Masters	 Not-in-family	 Asian-Pac-Islander	 Male	 Sales	50	 India	 <=50K
31	 Private	 Never-married	 Assoc-voc	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
20	 State-gov	 Never-married	 Assoc-acdm	 Own-child	 White	 Male	 Other-service	20	 United-States	 <=50K
27	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Sales	40	 United-States	 <=50K
32	 Private	 Never-married	 HS-grad	 Not-in-family	 Black	 Female	 Other-service	40	 United-States	 <=50K
76	 ?	 Widowed	 7th-8th	 Not-in-family	 White	 Male	 ?	2	 United-States	 <=50K
19	 ?	 Never-married	 HS-grad	 Unmarried	 White	 Male	 ?	40	 United-States	 <=50K
66	 Self-emp-inc	 Married-civ-spouse	 9th	 Husband	 White	 Male	 Exec-managerial	1	 ?	 <=50K
37	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Other-service	75	 United-States	 <=50K
34	 Private	 Divorced	 HS-grad	 Unmarried	 Black	 Female	 Priv-house-serv	30	 United-States	 <=50K
34	 ?	 Married-civ-spouse	 11th	 Wife	 White	 Female	 ?	8	 United-States	 <=50K
90	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Other-service	40	 United-States	 <=50K
23	 Private	 Never-married	 Some-college	 Own-child	 Black	 Female	 Machine-op-inspct	40	 United-States	 <=50K
43	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
44	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 >50K
24	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Tech-support	37	 United-States	 <=50K
28	 Private	 Divorced	 Prof-school	 Unmarried	 White	 Male	 Prof-specialty	55	 United-States	 <=50K
64	 ?	 Never-married	 Assoc-acdm	 Not-in-family	 White	 Female	 ?	20	 United-States	 <=50K
23	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Other-service	40	 United-States	 <=50K
20	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Sales	50	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 >50K
61	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
53	 Self-emp-not-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	40	 Canada	 >50K
30	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 >50K
52	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	55	 United-States	 >50K
38	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Craft-repair	40	 Iran	 <=50K
32	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	40	 United-States	 <=50K
30	 Self-emp-not-inc	 Married-civ-spouse	 12th	 Husband	 White	 Male	 Transport-moving	75	 United-States	 <=50K
41	 Private	 Divorced	 Assoc-voc	 Not-in-family	 White	 Female	 Craft-repair	40	 United-States	 <=50K
49	 Local-gov	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
45	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	47	 United-States	 >50K
43	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	35	 United-States	 <=50K
61	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
54	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	32	 Mexico	 <=50K
34	 Private	 Separated	 Assoc-acdm	 Unmarried	 White	 Female	 Other-service	40	 United-States	 <=50K
49	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	80	 United-States	 >50K
38	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Other-service	40	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Prof-specialty	80	 United-States	 >50K
36	 Private	 Married-civ-spouse	 12th	 Husband	 White	 Male	 Transport-moving	40	 United-States	 <=50K
30	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 <=50K
36	 Private	 Divorced	 Assoc-acdm	 Not-in-family	 White	 Female	 Tech-support	60	 United-States	 <=50K
22	 Local-gov	 Never-married	 Bachelors	 Own-child	 White	 Female	 Prof-specialty	20	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
37	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	50	 United-States	 >50K
48	 State-gov	 Married-civ-spouse	 Doctorate	 Wife	 White	 Female	 Prof-specialty	46	 United-States	 >50K
17	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Adm-clerical	15	 United-States	 <=50K
19	 Self-emp-not-inc	 Never-married	 Some-college	 Own-child	 White	 Male	 Craft-repair	20	 United-States	 <=50K
27	 Private	 Never-married	 Bachelors	 Not-in-family	 Black	 Female	 Sales	40	 United-States	 <=50K
22	 Private	 Never-married	 Bachelors	 Own-child	 Asian-Pac-Islander	 Male	 Sales	50	 Taiwan	 <=50K
49	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
